subaward_number,prime_award_piid,prime_award_parent_piid,subaward_amount,subaward_action_date,subaward_report_year,subaward_report_month,prime_awarding_agency_code,prime_awarding_agency_name,prime_awarding_sub_agency_code,prime_awarding_sub_agency_name,prime_awarding_office_code,prime_awarding_office_name,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_country,prime_awardee_duns,prime_awardee_name,prime_award_date_signed,prime_award_amount,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_4,subawardee_congressional_district,subawardee_country_code,subawardee_country_name,subawardee_foreign_postal_code,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_4,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subaward_naics_code,subaward_naics_description,subawardee_business_type_code,subawardee_business_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount
5005021075,TIRNO11D000220001,TIRNO11D00022,82200.00,2017-03-23,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,787102313,BISWAS INFORMATION TECHNOLOGY SOLUTIONS INC,BITS,,,171 ELDEN ST STE 2C1,HERNDON,VA,VIRGINIA,201704875,10,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"LABOR FOR JAYAKUMAR SATAPATHY - SR IT SPECIALIST - K8IY - 3/20/17-4/26/17
 ",541519,OTHER COMPUTER RELATED SERVICES,,"DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SBA CERTIFIED 8(A) PROGRAM PARTICIPANT,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED,WOMAN-OWNED BUSINESS",,,,,,,,,,
7500018024,TIRNO11D000070013,TIRNO11D00007,82425.00,2018-01-26,2018,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207061805,USA,858485758,ACCENTURE LLP,2016-07-21,26277974.25,013358002,"MYTHICS, INC.",,013358002,"MYTHICS, INC.",1439 N GREAT NECK RD STE 201,VIRGINIA BEACH,VA,,234541347,02,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,ORACLE ADVANCED SECURITY,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005059738,TIRNO11D000220001,TIRNO11D00022,82188.00,2017-06-13,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099494473,"ECLARO INTERNATIONAL, INC.",,099494473,"ECLARO INTERNATIONAL, INC.",450 FASHION AVE STE 1102,NEW YORK,NY,NEW YORK,101230101,08,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"LABOR FEES FOR ABUEDE, ANGIE SME KDFL - DSS OM 4/26/17 - 8/26/17
 ",541519,OTHER COMPUTER RELATED SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
5005059738,TIRNO11D000220001,TIRNO11D00022,82188.00,2017-06-13,2013,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099494473,"ECLARO INTERNATIONAL, INC.",,099494473,"ECLARO INTERNATIONAL, INC.",450 FASHION AVE STE 1102,NEW YORK,NY,,101230101,08,USA,UNITED STATES,,,LANHAM,MD,,207061348,04,USA,UNITED STATES,"LABOR FEES FOR ABUEDE, ANGIE SME KDFL - DSS OM 4/26/17 - 8/26/17
 ",541519,OTHER COMPUTER RELATED SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
12-054-TIRNO11D0007-TSYM,TIRNO11D000070012,TIRNO11D00007,82100.00,2018-08-31,2018,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,GLENARDEN,MD,207061520,USA,858485758,ACCENTURE LLP,2016-07-06,23788217.89,070899393,"TSYMMETRY, INC.",TSYMMETRY,,,1700 K ST NW STE 875,WASHINGTON,DC,DISTRICT OF COLUMBIA,200063830,AL,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222092443,08,USA,UNITED STATES,"PROJECT SCOPE ENCOMPASSES DEFINITION, DEVELOPMENT, AND IMPLEMENTATION, AS WELL AS OPERATIONS AND SUPPORT (O&M) OF A NEW FATCA SUBMISSION PROCESSING SYSTEM AND FATCA ENTERPRISE DATABASE (FATCA SPED).",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",Todd  Sickles,400000,David  Lowitt,300000,Philip  Lowitt,300000,Christopher  Zahlis,215000,Jonathan  Tuteur,200000
7500017048,TIRNO17D000040001,TIRNO17D00004,82026.00,2017-10-16,2017,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,ARLINGTON,VA,222031551,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-02-15,2918661.00,556054591,"FORCE 3, LLC",,004161712,"SIRIUS COMPUTER SOLUTIONS, INC.",2151 PRIEST BRIDGE DR STE 7,CROFTON,MD,,211142466,03,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,"SECURITYCENTER CONTINUOUS VIEW - ON PREMISE - 1,000 ADDITION",541512,COMPUTER SYSTEMS DESIGN SERVICES,,FOR-PROFIT ORGANIZATION,Eugene  Casaus,628017,Josh  Weiner,595886,Martin  Calambro,594171,Michael R Greaney,4634836,Stephen  Scribner,1275686
7500149218,TIRNO11D000270009,TIRNO11D00027,753732.00,2016-12-29,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-04-26,135633425.65,879783983,"ALLTECH INTERNATIONAL, INC.",,,,8298 OLD COURTHOUSE RD STE B,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,,,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
12-055-TIRNO11D0007-HGS,TIRNO11D000070015,TIRNO11D00007,81849.00,2018-02-21,2018,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031550,USA,858485758,ACCENTURE LLP,2016-09-01,9622177.04,067421347,"HGS (USA), LLC",HINDUJA GLOBAL SOLUTIONS,873949942,VISTAAR TELECOMMUNICATION & INFRASTRUCTURE PRIVATE LIMITED,1901 E WAR MEMORIAL DR,PEORIA,IL,,616147807,18,USA,UNITED STATES,,,WATERLOO,IA,,507019374,01,USA,UNITED STATES,"DESIGN, DEVELOP, ENGINEER & IMPLEMENT SOLUTIONS TO SECURITY REQRUIEMENTS & SUPPORT THE IRS' MISSION GOALS AND NEEDS",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
7500147992,TIRNO11D000270009,TIRNO11D00027,2672660.00,2016-12-29,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-04-26,135633425.65,787980213,SONA NETWORKS LLC,,787980213,SONA NETWORKS LLC,11350 MCCORMICK RD EXECUTIVE PLAZA I STE 409,HUNT VALLEY,MD,MARYLAND,21031,01,USA,UNITED STATES,,,HUNT VALLEY,MD,MARYLAND,210311002,01,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SBA CERTIFIED 8(A) PROGRAM PARTICIPANT,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
7500147961,TIRNO11D000270009,TIRNO11D00027,2539605.00,2016-12-29,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-04-26,135633425.65,799005272,"COMPUMATICS GROUP, L.L.C.",,,,8321 OLD COURTHOUSE RD STE 360,VIENNA,VA,VIRGINIA,221823817,11,USA,UNITED STATES,,,VIENNA,VA,VIRGINIA,221823817,11,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY",,,,,,,,,,
PO20160054,0005,TCC15HQB0018,81216.00,2016-10-14,2017,1,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190003,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2016-10-01,16133886.34,623353955,SERCO SERVICES INC.,,,,1050 N NEWPORT RD,COLORADO SPRINGS,CO,,809162742,05,USA,UNITED STATES,,,DISTRICT OF COLUMBIA,DC,,202190003,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,"FOR-PROFIT ORGANIZATION,FOREIGN OWNED AND LOCATED",David  Dacquino,729022,Gary  Shankman,655867,Albert  Pisano,550907,Christopher M Sullivan,506610,Daniel D Allen,1016256
PO20160054,0005,TCC15HQB0018,81216.00,2016-10-14,2016,10,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190003,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2016-10-01,16133886.34,623353955,SERCO SERVICES INC.,,,,1050 N NEWPORT RD,COLORADO SPRINGS,CO,,809162742,05,USA,UNITED STATES,,,DISTRICT OF COLUMBIA,DC,,202190003,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,"FOR-PROFIT ORGANIZATION,FOREIGN OWNED AND LOCATED",David  Dacquino,729022,Gary  Shankman,655867,Albert  Pisano,550907,Christopher M Sullivan,506610,Daniel D Allen,1016256
7500018024,TIRNO11D000070013,TIRNO11D00007,82425.00,2018-01-26,2018,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207061805,USA,858485758,ACCENTURE LLP,2016-07-21,26277974.25,013358002,"MYTHICS, INC.",,013358002,"MYTHICS, INC.",1439 N GREAT NECK RD STE 201,VIRGINIA BEACH,VA,,234541347,02,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,ORACLE ADVANCED SECURITY,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005068856,TIRNO11D000220001,TIRNO11D00022,80767.00,2017-07-05,2017,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,140460283,"COMPQSOFT, INC.",,,,505 N SAM HOUSTON PKWY E STE 682,HOUSTON,TX,,770604094,29,USA,UNITED STATES,,,LANHAM,MD,,207061348,04,USA,UNITED STATES,"REDDY, RAM SME I KDFL - DSS OM 4/26/17 - 8/26/17
 ",541519,OTHER COMPUTER RELATED SERVICES,,"DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SBA CERTIFIED HUB ZONE FIRM,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
5005131020,TIRNO11D000220002,TIRNO11D00022,80500.00,2017-12-13,2018,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,619371763,DOGWOOD MANAGEMENT PARTNERS LLC,,,,6795 WIREVINE DR,BROOKSVILLE,FL,,34602,05,USA,UNITED STATES,,,ROCKET CENTER,WV,,267269222,01,USA,UNITED STATES,"PILGRIM, CLAUDIA, SME, TO 09 OY4, FFP (KCH2)
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,SERVICE DISABLED VETERAN OWNED,VETERAN OWNED BUSINESS",,,,,,,,,,
5005201501,TIRNO11D000220002,TIRNO11D00022,79949.00,2018-05-27,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,787102313,BISWAS INFORMATION TECHNOLOGY SOLUTIONS INC,BITS,,,171 ELDEN ST STE 2C1,HERNDON,VA,VIRGINIA,201704875,10,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"GONSALVES, MICHAEL -SR IT SPEC
 ",541519,OTHER COMPUTER RELATED SERVICES,,"DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SBA CERTIFIED 8(A) PROGRAM PARTICIPANT,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED,WOMAN-OWNED BUSINESS",,,,,,,,,,
5005123464,TIRNO11D000220001,TIRNO11D00022,79928.00,2017-11-13,2017,12,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,832482421,"DOMINION CONSULTING, INC.",IBC A DBS COMPANY,,,11710 PLAZA AMERICA DR STE 450,RESTON,VA,,201904738,08,USA,UNITED STATES,,,ROCKET CENTER,WV,,267269222,01,USA,UNITED STATES,"AIKENS, TRAVIS, SME II, TO 09 OY4, FFP (KCH2)
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",George S Hagstoz,335045,Timothy J Spadafore,335045,Daniel J Maguire,334846,Glen A Lyle,334846,Rupert T Barber,334846
102873-1,TFSAFSA17K0087,GS00F0028Y,82989.00,2017-12-20,2018,5,020,DEPARTMENT OF THE TREASURY (TREAS),2036,BUREAU OF THE FISCAL SERVICE,2033H6,FISCAL SERVICE,WASHINGTON,DC,200270212,USA,019121586,DELOITTE CONSULTING LLP,2017-09-26,374979.14,101093131,IT PEOPLE CORPORATION,,,,1 COPLEY PKWY STE 216,MORRISVILLE,NC,,275609693,04,USA,UNITED STATES,,,MORRISVILLE,NC,,275609693,04,USA,UNITED STATES,TREASURY BFS DLT PILOT PROJECT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,"DOT CERTIFIED DISADVANTAGED BUSINESS ENTERPRISE,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,S CORPORATION,SBA CERTIFIED 8(A) PROGRAM PARTICIPANT,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED,WOMAN-OWNED BUSINESS",,,,,,,,,,
5005199405,TIRNO11D000220002,TIRNO11D00022,79774.00,2018-05-19,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,879783983,"ALLTECH INTERNATIONAL, INC.",,,,8298 OLD COURTHOUSE RD STE B,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"WHITTLE, LATOYA- SR. IT SPECIALIST
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
7500147970,TIRNO11D000270009,TIRNO11D00027,2774777.00,2016-12-29,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-04-26,135633425.65,829977508,"SKYEPOINT DECISIONS, INC.",,,,45240 BUSINESS CT STE 160,DULLES,VA,VIRGINIA,201666703,10,USA,UNITED STATES,,,STERLING,VA,VIRGINIA,201666703,10,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
5005197615,TIRNO11D000220002,TIRNO11D00022,79862.00,2018-05-19,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,943202473,"BLUE RIDGE TECHNOLOGIES, CORP.",,,,1100 SHIPMAN LN,MC LEAN,VA,VIRGINIA,221012137,10,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"VADLAMUDI, HEMA- IT SME- Q0OR
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
5005199895,TIRNO11D000220002,TIRNO11D00022,79537.00,2018-05-22,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,879783983,"ALLTECH INTERNATIONAL, INC.",,,,8298 OLD COURTHOUSE RD STE B,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"OLUNUGA, OLU- SR. IT SPEC.-
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
PO20170036,0006,TCC15HQB0018,79200.00,2017-10-05,2017,10,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190004,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2017-08-14,10966516.90,084032229,THE JUDGE GROUP INC,JUDGE GROUP,075513853,"JUDGE GROUP, INC., THE",1701 JOHN F KENNEDY BLVD STE 2520,PHILADELPHIA,PA,,191032876,02,USA,UNITED STATES,,,DISGRCIT OF COLUMBIA,DC,,202190001,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,,,,,,,,,,,
17063-15-226,TIRNO11D000070005,TIRNO11D00007,78793.00,2016-12-08,2016,12,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,,336261702,09,USA,UNITED STATES,,,WASHINGTON,DC,,200064502,AL,USA,UNITED STATES,ITFM - IT AND FIN MG SUPP SVC,541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION",,,,,,,,,,
5005199401,TIRNO11D000220002,TIRNO11D00022,79064.00,2018-05-19,2018,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207030690,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-08-25,54970422.60,879783983,"ALLTECH INTERNATIONAL, INC.",,,,8298 OLD COURTHOUSE RD STE B,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"OCHKAN, OLEG- SR. IT SPEC.
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
S901243BAH2,2033H618F00280,TFSAFSABPA17009,78434.08,2018-09-20,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2036,BUREAU OF THE FISCAL SERVICE,2033H6,FISCAL SERVICE,MCLEAN,VA,221023830,USA,006928857,BOOZ ALLEN HAMILTON INC.,2018-09-06,552068.80,186576310,"KEARNEY & COMPANY, P.C.",,,,1701 DUKE ST STE 500,ALEXANDRIA,VA,VIRGINIA,223143492,08,USA,UNITED STATES,,,ALEXANDRIA,VA,VIRGINIA,223143492,08,USA,UNITED STATES,"SUBCONTRACTOR SHALL SUPPORT THE PRIME CONTRACTOR TO DELIVER FINANCIAL MANAGEMENT, ANALYTICS AND SERVICE DESK SUPPORT TO THE DEPARTMENT OF TREASURY, BUREAU OF THE FISCAL SERVICE.",541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,FOR-PROFIT ORGANIZATION,JEFF W GREEN,900321,GREG D CUMBEY,885109,ROBERT  SLAHETKA,776084,EDWARD F KEARNEY,1926154,ROLDAN  FERNANDEZ,1044542
3549-15,TEPV1634657,TIRNO11D00016,79040.00,2017-01-25,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2041,BUREAU OF ENGRAVING AND PRINTING,2031ZB,IRS BEP IT ACQUISITION,WASHINGTON,DC,202280001,USA,019121586,DELOITTE CONSULTING LLP,2016-06-28,33975595.26,119123003,"GOAL GROUP, INC.",,,,11921 FREEDOM DR STE 920,RESTON,VA,VIRGINIA,201905608,08,USA,UNITED STATES,,,WASHINGTON,DC,DISTRICT OF COLUMBIA,202280001,AL,USA,UNITED STATES,RTPP #4265 BEN INTEGRATION AND ENHANCEMENTS SUPPORT,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION",,,,,,,,,,
5005061865,TIRNO11D000220001,TIRNO11D00022,78258.00,2017-06-17,2013,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,006928857,BOOZ ALLEN HAMILTON INC.,,964725688,BOOZ ALLEN HAMILTON HOLDING CORPORATION,8283 GREENSBORO DR,MCLEAN,VA,,221023830,08,USA,UNITED STATES,,,LANHAM,MD,,207061348,04,USA,UNITED STATES,"LABOR FEES FOR QAMAR, AMNA SECURITY SPEC KDFL - DSS OM
 ",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005061865,TIRNO11D000220001,TIRNO11D00022,78258.00,2017-06-17,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,006928857,BOOZ ALLEN HAMILTON INC.,,964725688,BOOZ ALLEN HAMILTON HOLDING CORPORATION,8283 GREENSBORO DR,MCLEAN,VA,VIRGINIA,221023830,08,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"LABOR FEES FOR QAMAR, AMNA SECURITY SPEC KDFL - DSS OM
 ",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
