award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
CDF17OFN0003,,CDF17OFN0003,SAI EXEMPT,0.00,,0,10000000.00,265000.00,265000.00,10000000.00,2017-09-26,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,932766959,COMMUNITY FIRST FUND,COMMUNITY FIRST FUND,932766959,USA,UNITED STATES,51 SOUTH DUKE STREET SUITE 400,,41216,LANCASTER                   ,071,LANCASTER,PA,PENNSYLVANIA,17602,3573,16,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.014,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS BOND GUARANTEE PROGRAM,08,,CDFI BOND GUARANTEE PROGRAM,NON,,M,,,,A,,2,,2017-10-06 20:16:03.289326
171NA021099-G,0000,171NA021099-G,SAI EXEMPT,150000.00,,150000.00,0.00,,,,2017-09-21,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,079594647,TIGUA COMMUNITY DEVELOPMENT CORPORATION,,,USA,UNITED STATES,"9180-B SOCORRO ROAD, SUITE 110",,24000,EL PASO                     ,141,EL PASO,TX,TEXAS,79907,6644,23,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.012,NATIVE INITIATIVES,04,,NATIVE AMERICAN INITIATIVES AWARD,NON,,K,,,,A,,2,,2017-10-06 20:30:31.940217
17VITA0263,01,,SAI EXEMPT,31700.00,52485.00,84185,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,072705213,"WESTCHESTER, COUNTY OF","WESTCHESTER, COUNTY OF",072705213,USA,UNITED STATES,148 MARTINE AVE,,81677,WHITE PLAINS,119,WESTCHESTER,NY,NEW YORK,10601,3311,17,,,,USA,UNITED STATES,NY*****,,,,NEW YORK,,17,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),WESTCHESTER/PUTNAM TAX COALITION,NON,NOT RECOVERY ACT,B,COUNTY GOVERNMENT,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:46.367806
17VITA0052,01,,SAI EXEMPT,56000.00,60473.00,116473,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,158937540,NORTH TEXAS AREA UNITED WAY INC,,,USA,UNITED STATES,1105 HOLLIDAY ST,,79000,WICHITA FALLS,485,WICHITA,TX,TEXAS,76301,4421,13,,,,USA,UNITED STATES,TX*****,,,,TEXAS,,13,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),VITA FREE INCOME TAX ASSISTANCE,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:51.504852
17VITA0215,01,,SAI EXEMPT,12500.00,24511.00,37011,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,070292164,WASHTENAW UNITED WAY,,,USA,UNITED STATES,2305 PLATT RD,,03000,ANN ARBOR,161,WASHTENAW,MI,MICHIGAN,48104,5115,12,,,,USA,UNITED STATES,MI**081,,081,KENT,MICHIGAN,,12,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),FREE TAX PREPARATION SERVICES FOR LOW-INCOME AND RURAL WASHTENAW COUNTY RESIDENTS,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:54.428371
CDF17OFN0007,,CDF17OFN0007,SAI EXEMPT,0.00,,0,25000000.00,662500.00,662500.00,25000000.00,2017-09-26,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,128089260,HOUSING TRUST SILICON VALLEY,,,USA,UNITED STATES,"95 S. MARKET STREET, SUITE 610",,68000,SAN JOSE                    ,085,SANTA CLARA,CA,CALIFORNIA,95113,2373,19,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.014,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS BOND GUARANTEE PROGRAM,08,,CDFI BOND GUARANTEE PROGRAM,NON,,M,,,,A,,2,,2017-10-06 20:16:03.007448
17VITA0082,01,,SAI EXEMPT,148700.00,195678.00,344378,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,962728569,IOWA CENTER FOR ECONOMIC SUCCESS,IOWA CENTER FOR ECONOMIC SUCCESS,962728569,USA,UNITED STATES,8345 UNIVERSITY BLVD STE F1,,14520,CLIVE,153,POLK,IA,IOWA,50325,1168,03,,,,USA,UNITED STATES,IA*****,,,,IOWA,,03,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),VITA TAX ASSISTANCE,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:50.344658
CDF17OFN0004,,CDF17OFN0004,SAI EXEMPT,0.00,,0,30000000.00,795000.00,795000.00,30000000.00,2017-09-26,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,957936206,"FLORIDA COMMUNITY LOAN FUND, INC.","FLORIDA COMMUNITY LOAN FUND, INC.",957936206,USA,UNITED STATES,"501 NORTH MAGNOLIA AVENUE, SUITE 100",,53000,ORLANDO                     ,095,ORANGE,FL,FLORIDA,32801,1364,07,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.014,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS BOND GUARANTEE PROGRAM,08,,CDFI BOND GUARANTEE PROGRAM,NON,,M,,,,A,,2,,2017-10-06 20:16:03.231734
171FA021131-G,0000,171FA021131-G,SAI EXEMPT,1006905.00,,1006905.00,0.00,,,,2017-09-21,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,123351251,"ACCESS TO CAPITAL FOR ENTREPRENEURS, INC.",,,USA,UNITED STATES,3173 HIGHWAY 129N,,16824,CLEVELAND                   ,311,WHITE,GA,GEORGIA,30528,2715,09,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.020,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS PROGRAM,04,,FINANCIAL ASSISTANCE AWARD,NON,,M,,,,A,,2,,2017-10-06 20:30:42.27912
17VITA0109,01,,SAI EXEMPT,33400.00,43360.00,76760,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,099135071,"LA CASA DE ESPERANZA, INC",,,USA,UNITED STATES,410 ARCADIAN AVE,,84250,WAUKESHA,133,WAUKESHA,WI,WISCONSIN,53186,5005,05,,,,USA,UNITED STATES,WI*****,,,,WISCONSIN,,05,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),LA CASA VITA & ASSET BUILDING PROGRAM 2017,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:49.396896
17-LITC0151-03,03,,SAI EXEMPT,10000,0,10000,,,,,2017-09-25,2015-01-01,2017-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,182613711,COMMUNITY LEGAL SERVICES,COMMUNITY LEGAL SERVICES,182613711,USA,UNITED STATES,305 S 2ND AVE,,55000,PHOENIX                     ,013,MARICOPA,AZ,ARIZONA,85003,2402,07,,,,USA,UNITED STATES,AZ*****,,,,ARIZONA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,,COMMUNITY LEGAL SERVICES' LOW INCOME TAXPAYER CLINIC (LITC),NON,,M,,,,C,,2,,2017-11-02 20:29:01.704606
17VITA0147,01,,SAI EXEMPT,36845.00,73507.00,110352,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,163147184,"UNITED WAY OF NORTH CENTRAL FLORIDA, INC.",,,USA,UNITED STATES,6031 NW 1ST PL,,25175,GAINESVILLE,001,ALACHUA,FL,FLORIDA,32607,2025,03,,,,USA,UNITED STATES,FL*****,,,,FLORIDA,,03,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),UWNCFL VITA 2017 GRANT APPLICATION,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:48.019894
17VITA0033,01,,SAI EXEMPT,53000.00,145456.00,198456,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,002698077,"COOPERATIVE MINISTRY, THE",,,USA,UNITED STATES,3821 W BELTLINE BLVD,,16000,COLUMBIA,079,RICHLAND,SC,SOUTH CAROLINA,29204,1567,06,,,,USA,UNITED STATES,SC*****,,,,SOUTH CAROLINA,,06,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),TCM VITA PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:52.169678
17VITA0023,01,,SAI EXEMPT,22500.00,42032.00,64532,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,069753580,PATHFINDER  SERVICES INC.,PATHFINDER SERVICES INC.,069753580,USA,UNITED STATES,2824 THEATER AVENUE,,35302,HUNTINGTON,069,HUNTINGTON,IN,INDIANA,46750,2929,03,,,,USA,UNITED STATES,IN**069,,069,HUNTINGTON,INDIANA,,03,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),LOW INCOME/DISABLED RURAL VITA PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:52.673904
17VITA0134,01,,SAI EXEMPT,60375.00,68000.00,128375,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,066001371,UNITED WAY OF GREATER RICHMOND & PETERSBURG,UNITED WAY OF GREATER RICHMOND & PETERSBURG,066001371,USA,UNITED STATES,2001 MAYWILL ST STE 201,,67000,RICHMOND,087,HENRICO,VA,VIRGINIA,23230,3236,07,,,,USA,UNITED STATES,VA*****,,,,VIRGINIA,,07,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),METROCASH TAX PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:48.377622
17VITA0064,01,,SAI EXEMPT,132440.00,254753.00,387193,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,088440805,"UNITED WAY OF THE BLUEGRASS, INC.",,,USA,UNITED STATES,100 MIDLAND AVE,,46000,LEXINGTON,067,FAYETTE,KY,KENTUCKY,40508,1943,06,,,,USA,UNITED STATES,KY*****,,,,KENTUCKY,,06,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),KENTUCKY STATEWIDE VOLUNTEER INCOME TAX ASSISTANCE PROJECT,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:50.916388
17VITA0077,01,,SAI EXEMPT,92000.00,169020.00,261020,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,844926188,"BRANCHES, INC.",,,USA,UNITED STATES,11500 NW 12 AVE,,45000,MIAMI,086,MIAMI-DADE,FL,FLORIDA,33168,6217,24,,,,USA,UNITED STATES,FL**086,,086,MIAMI-DADE,FLORIDA,,24,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),UNITED WAY CENTER FOR FINANCIAL STABILITY VITA PROGRAM (UWCFS VITA PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:50.506363
17VITA0262,01,,SAI EXEMPT,33179.00,34215.00,67394,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,042709139,UNITED WAY-THOMAS JEFFERSON AREA,,,USA,UNITED STATES,806 E HIGH ST,,14968,CHARLOTTESVILLE,540,CHARLOTTESVILLE (CITY),VA,VIRGINIA,22902,5126,05,,,,USA,UNITED STATES,VA*****,,,,VIRGINIA,,05,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),CVILLE TAX AID,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:46.390179
17VITA0054,01,,SAI EXEMPT,43000.00,199760.00,242760,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,083342014,"HUMAN RESOURCES AGENCY OF NEW BRITAIN, INC.","HUMAN RESOURCES AGENCY OF NEW BRITAIN, INC.",083342014,USA,UNITED STATES,180 CLNTON ST,,50370,NEW BRITAIN,003,HARTFORD,CT,CONNECTICUT,06053,3512,05,,,,USA,UNITED STATES,CT*****,,,,CONNECTICUT,,05,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),HRA OF NEW BRITAIN EITC OUTREACH AND VOLUNTEER INCOME TAX ASSISTANCE PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:51.360709
17-LITC0302-01,03,,SAI EXEMPT,6239,0,6239,,,,,2017-09-25,2017-01-01,2017-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020271826,TEXAS A & M UNIVERSITY,"TEXAS A&M UNIVERSITY SYSTEM,THE",042915991,USA,UNITED STATES,400 HARVEY MITCHELL PKY S STE 300,,15976,COLLEGE STATION             ,041,BRAZOS,TX,TEXAS,77845,4375,17,,,,USA,UNITED STATES,TX*****,,,,TEXAS,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,,TEXAS A&M UNIVERSITY SCHOOL OF LAW LOW INCOME TAX CLINIC,NON,,H,,,,C,,2,,2017-11-02 20:28:59.756565
171FA021746-G,0000,171FA021746-G,SAI EXEMPT,1006905.00,,1006905.00,0.00,,,,2017-09-21,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,786798269,GUARANTY CAPITAL CORPORATION,GUARANTY CAPITAL CORPORATION,786798269,USA,UNITED STATES,210 HAYDEN STREET,,05140,BELZONI                     ,053,HUMPHREYS,MS,MISSISSIPPI,39038,3636,02,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.020,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS PROGRAM,04,,FINANCIAL ASSISTANCE AWARD,NON,,Q,,,,A,,2,,2017-10-06 20:30:36.143354
17VITA0093,01,,SAI EXEMPT,21625.00,28860.00,50485,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,070848361,CHICKASAW NATION,CHICKASAW NATION,070848361,USA,UNITED STATES,520 E ARLINGTON ST,,00200,ADA,123,PONTOTOC,OK,OKLAHOMA,74820,2204,04,,,,USA,UNITED STATES,OK*****,,,,OKLAHOMA,,04,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),VOLUNTEER INCOME TAX ASSISTANCE (VITA) GRANT OF THE CHICKASAW NATION,NON,NOT RECOVERY ACT,I,INDIAN/NATIVE AMERICAN TRIBAL GOVERNMENT (FEDERALLY-RECOGNIZED),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:49.973151
17VITA0246,01,,SAI EXEMPT,38375.00,51402.00,89777,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,077767127,"UNITED WAY OF YOUNGSTOWN AND THE MAHONING VALLEY, THE",,,USA,UNITED STATES,255 WATT ST,,88000,YOUNGSTOWN,099,MAHONING,OH,OHIO,44505,3049,13,,,,USA,UNITED STATES,OH*****,,,,OHIO,,13,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),MAHONING VALLEY ECONOMIC OPPORTUNITY COALITION'S VOLUNTEER INCOME TAX ASSISTANCE PROGRAM 2016,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:46.916531
17VITA0175,01,,SAI EXEMPT,34929.00,85940.00,120869,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,932929466,"UNITED WAY OF THE RIVER CITIES, INC.",,,USA,UNITED STATES,820 MADISON AVE,,39460,HUNTINGTON,011,CABELL,WV,WEST VIRGINIA,25704,2551,03,,,,USA,UNITED STATES,WV*****,,,,WEST VIRGINIA,,03,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),SOUTHWEST WV EITC COALITION VITA GRANT,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:55.482076
17-LITC0234-02,03,,SAI EXEMPT,2436,0,2436,,,,,2017-09-26,2016-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,065163503,BENTLEY UNIVERSITY,,,USA,UNITED STATES,175 FOREST ST,,72600,WALTHAM                     ,017,MIDDLESEX,MA,MASSACHUSETTS,02452,4713,05,,,,USA,UNITED STATES,MA*****,,,,MASSACHUSETTS,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,,LOW INCOME TAXPAYER CLINIC,NON,,O,,,,C,,2,,2017-11-02 20:29:00.825409
17VITA0277,01,,SAI EXEMPT,104066.00,166417.00,270483,,,,,2018-02-05,2016-08-01,2018-07-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HS,WAGE AND INVESTMENT,088781695,"UNITED WAY SUNCOAST, INC.",,,USA,UNITED STATES,5201 W KENNEDY BLVD STE 600,,71000,TAMPA,057,HILLSBOROUGH,FL,FLORIDA,33609,1820,14,,,,USA,UNITED STATES,FL*****,,,,FLORIDA,,14,,21.009,VOLUNTEER INCOME TAX ASSISTANCE (VITA) MATCHING GRANT PROGRAM,04,PROJECT GRANT (B),FREE TAX PREPARATION PROGRAM,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-07-10 19:13:45.889929
