parent_award_id,award_id_piid,Work
TFSAFSA15C0018,TFSAFSA15C0018,All Other Contracts Under $2M Annually
TFSAFSA160065,TFSAFSA160065,All Other Contracts Under $2M Annually
TFSAFSA16C0004,TFSAFSA16C0004,All Other Contracts Under $2M Annually
TFSAFSA170046,TFSAFSA170046,All Other Contracts Under $2M Annually
TFSAFSA17C0011,TFSAFSA17C0011,All Other Contracts Under $2M Annually
TFSAFSABPA15001,1,All Other Contracts Under $2M Annually
TFSAFSABPA15001,3,All Other Contracts Under $2M Annually
TFSAFSABPA15001,6,All Other Contracts Under $2M Annually
TFSAFSABPA15001,7,All Other Contracts Under $2M Annually
TFSAFSABPA15001,8,All Other Contracts Under $2M Annually
TFSAFSABPA15001,9,All Other Contracts Under $2M Annually
TFSAFSABPA15001,10,All Other Contracts Under $2M Annually
TFSAFSABPA15001,11,All Other Contracts Under $2M Annually
TFSAFSABPA15001,12,All Other Contracts Under $2M Annually
TFSAFSABPA15001,13,All Other Contracts Under $2M Annually
TFSAFSABPA15001,2033H618F00200,All Other Contracts Under $2M Annually
TFSAFSABPA15001,2033H618F00201,All Other Contracts Under $2M Annually
TFSAFSABPA15008,2,Technical Support for IBI Software Systems
TFSAFSABPA15008,3,Technical Support for IBI Software Systems
TFSAFSABPA15008,5,Technical Support for IBI Software Systems
TFSAFSABPA15008,8,Technical Support for IBI Software Systems
TFSAFSABPA15008,9,Technical Support for IBI Software Systems
TFSAFSABPA15008,10,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00003,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00215,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00288,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00288,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00289,Technical Support for IBI Software Systems
TFSAFSABPA15008,2033H618F00289,Technical Support for IBI Software Systems
TFSAFSABPA17005,1,All Other Contracts Under $2M Annually
TFSAFSABPA17005,TFSAISS17K0102,All Other Contracts Under $2M Annually
TFSAFSABPA17008,2033H618F00185,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17008,2033H618F00212,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17008,2033H618F00251,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17008,2033H618F00291,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17009,2033H618F00230,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17009,2033H618F00280,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17010,2033H618F00284,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17011,2033H618F00231,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17011,2033H618F00299,Fiscal Accounting and Shared Services BPA
TFSAFSABPA17011,2033H618F00302,Fiscal Accounting and Shared Services BPA
TFSAISS16C0007,TFSAISS16C0007,All Other Contracts Under $2M Annually
TFSAISS170008,TFSAISS170008,All Other Contracts Under $2M Annually
TFSAISS170020,TFSAISS170020,All Other Contracts Under $2M Annually
TFSAISS17C0002,TFSAISS17C0002,All Other Contracts Under $2M Annually
TFSAISSBPA17002,2033H618F00039,All Other Contracts Under $2M Annually
TFSAISSBPA17003,1,Cyber Threat Detection Products 
TFSAISSBPA17003,2033H618F00099,Cyber Threat Detection Products 
TFSAISSBPA17003,2033H618F00129,Cyber Threat Detection Products 
TFSAISSBPA17003,2033H618F00279,Cyber Threat Detection Products 
TFSAISSBPA17003,2033H618F00304,Cyber Threat Detection Products 
TFSAOIT15C0023,TFSAOIT15C0023,All Other Contracts Under $2M Annually
TFSAOITBPA14005,2033H618F00297,All Other Contracts Under $2M Annually
TFSASIGBPA17001,1,All Other Contracts Under $2M Annually
TFSASIGBPA17001,2,All Other Contracts Under $2M Annually
TFSASIGBPA17001,3,All Other Contracts Under $2M Annually
TFSASIGBPA17001,4,All Other Contracts Under $2M Annually
TFSATGT17C0001,170034,All Other Contracts Under $2M Annually
TFSATGT17C0001,20341118F00056,All Other Contracts Under $2M Annually
TFSATTB16D0003,170001,All Other Contracts Under $2M Annually
TFSATTB16D0003,20341418F00048,All Other Contracts Under $2M Annually
TFSATTB16D0003,20341418F00064,All Other Contracts Under $2M Annually
TFSATTB170022,TFSATTB170022,All Other Contracts Under $2M Annually
TFSATTBBPA16005,1,Data Analytics
TFSATTBBPA16005,2,Data Analytics
TFSATTBBPA16005,3,Data Analytics
TFSATTBBPA16005,4,Data Analytics
TFSATTBBPA16005,5,Data Analytics
TFSATTBBPA16005,20341418F00015,Data Analytics
TFSATTBBPA16005,20341418F00016,Data Analytics
TFSATTBBPA16005,20341418F00025,Data Analytics
TFSATTBBPA16005,20341418F00061,Data Analytics
TIRNO00D00012,RS001200103C0007TIRNO00D00012,All Other Contracts Under $2M Annually
TIRNO00D00014,RS001200103C0035TIRNO00D00014,All Other Contracts Under $2M Annually
TIRNO00D00019,RS001200103C0008TIRNO00D00019,All Other Contracts Under $2M Annually
TIRNO00D00019,RS001200209C0014TIRNO00D00019,All Other Contracts Under $2M Annually
TIRNO03D00003,RS001200303C0009TIRNO03D00003,All Other Contracts Under $2M Annually
TIRNO03D00003,RS001200308C0016TIRNO03D00003,All Other Contracts Under $2M Annually
TIRNO06D00006,TIRNO06D000060003,All Other Contracts Under $2M Annually
TIRNO06D00006,TIRNO06D000060010,All Other Contracts Under $2M Annually
TIRNO06D00010,TIRNO06D000100003,All Other Contracts Under $2M Annually
TIRNO06D00010,TIRNO06D000100004,All Other Contracts Under $2M Annually
TIRNO06D00013,TIRNO06D000130012,All Other Contracts Under $2M Annually
TIRNO06D00020,TIRNO06D000200004,All Other Contracts Under $2M Annually
TIRNO06D00020,TIRNO06D000200007,All Other Contracts Under $2M Annually
TIRNO06D00020,TIRNO06D000200026,All Other Contracts Under $2M Annually
TIRNO06D00026,TCC06HQG0044,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260003,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260007,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260012,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260014,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260018,All Other Contracts Under $2M Annually
TIRNO06D00026,TIRNO06D000260024,All Other Contracts Under $2M Annually
TIRNO06D00028,TIRNO06D000280003,All Other Contracts Under $2M Annually
TIRNO06D00028,TIRNO06D000280005,All Other Contracts Under $2M Annually
TIRNO10S00001,2032H518F00360,Verizon IRS BPA
TIRNO10S00001,TIRNO10S000010015,Verizon IRS BPA
TIRNO10Z00024,TFSATGT17K0012,All Other Contracts Under $2M Annually
TIRNO11D00005,2032H518F00361,Bridge for IRS HSPD-12 Credential Issuance and Maintenance
TIRNO11D00005,TIRNO11D000050003,IRS Intranet Web Services
TIRNO11D00005,TIRNO11D000050004,ITS Insurance Provider Fee
TIRNO11D00005,TIRNO11D000050006,4003 - IRS HSPD-12 Credential Issuance and Maintenance
TIRNO11D00005,TIRNO11D000050007,ACA Technical Integration Support Services
TIRNO11D00005,TIRNO11D000050008,AD Program Improvement Support
TIRNO11D00005,TIRNO11D000050009,4269 - Insurance Provider Fee Maintenance
TIRNO11D00005,TIRNO11D000050010,4268 - Branded Prescription Drug
TIRNO11D00005,TIRNO11D000050011,4281 - Application Development Quality Program Improvement Support
TIRNO11D00005,TIRNO11D000050012,Technical Integration and DevOps Support (TIDOS)
TIRNO11D00007,2032H518F00096,Applications Development (AD) Integrated CADE 2 Development Task
TIRNO11D00007,2032H518F00252,"Data Delivery Services, Information Sharing and Reporting (ISR), and Analytics & Reporting"
TIRNO11D00007,TIRNO11D000070002,All Other Contracts Under $2M Annually
TIRNO11D00007,TIRNO11D000070003,All Other Contracts Under $2M Annually
TIRNO11D00007,TIRNO11D000070004,All Other Contracts Under $2M Annually
TIRNO11D00007,TIRNO11D000070005,4054 - Information Technology & Financial Management Support Services
TIRNO11D00007,TIRNO11D000070006,4219 - IRS ACA Integrated Enterprise Portal (IEP) Enhancements
TIRNO11D00007,TIRNO11D000070007,4227 - ACA Compliance Management Design
TIRNO11D00007,TIRNO11D000070008,4232 - ACA Information Sharing & Reporting-Sharing Support (IS&RS
TIRNO11D00007,TIRNO11D000070009,4243 - ACA Software Design and Development Support
TIRNO11D00007,TIRNO11D000070010,All Other Contracts Under $2M Annually
TIRNO11D00007,TIRNO11D000070011,All Other Contracts Under $2M Annually
TIRNO11D00007,TIRNO11D000070012,4269 - Foreign Account Tax Compliance Act (FATCA) Submission Processing and FATCA Enterprise Database (FED)
TIRNO11D00007,TIRNO11D000070013,4287 - Return Preparer Registration Program
TIRNO11D00007,TIRNO11D000070014,"4294 - Enterprise Technology Implementation (ETI), Application Development, and O&M Services Support"
TIRNO11D00007,TIRNO11D000070015,"4307 - Enterprise Technology Implementation (ETI), Application Development, and O&M Services Support"
TIRNO11D00007,TIRNO11D000070016,"4302 - FATCA Internal Compliance Management Model - Infrastructure Development Team (ICMM/IDT), Bulk Upload, Qualified Intermediary (QI) Support"
TIRNO11D00007,TIRNO11D000070017,4307 - ACA Web Portals
TIRNO11D00007,TIRNO11D000070018,CADE 2 Data Strategy
TIRNO11D00007,TIRNO11D000070019,Common Integration Services (CIS) Architectural Analysis and System Design Support
TIRNO11D00009,2032H518F00185,Treasury Foreign Intelligence Network
TIRNO11D00009,TIRNO11D000090003,Treasury Foreign Intelligence Network
TIRNO11D00009,TIRNO11D000090004,IRS Enterprise SharePoint
TIRNO11D00011,2032H518F00157,Support to FATCA PMO
TIRNO11D00011,2032H518F00450,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110003,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110004,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110005,4074 - IRS Safeguards Support
TIRNO11D00011,TIRNO11D000110006,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110007,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110008,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110010,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110011,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110016,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110017,4141 - IT Support for Enterprise Architecture
TIRNO11D00011,TIRNO11D000110019,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110020,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110021,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110022,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110023,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110024,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110025,4014 - Electronic Fraud and Detection System O&M
TIRNO11D00011,TIRNO11D000110026,4233 - ACS PTC AVS O&M Support
TIRNO11D00011,TIRNO11D000110028,E-Crimes IT Support
TIRNO11D00011,TIRNO11D000110029,SharePoint and Office Online Services
TIRNO11D00011,TIRNO11D000110031,Treasury DO/Treasury Enterprise Identity Credential and Access Management (TEICAM)
TIRNO11D00011,TIRNO11D000110032,4184 - Office of Online Services
TIRNO11D00011,TIRNO11D000110033,4195 - LB&I Compliance Improvement IV
TIRNO11D00011,TIRNO11D000110034,4303 - FATCA Program and Development Support
TIRNO11D00011,TIRNO11D000110035,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110036,"4316 - Enterprise Services, Solution Engineering - Data Strategy, RRP, Enterprise Case Selection, and Event Driven Architecture Support"
TIRNO11D00011,TIRNO11D000110037,Transition Support Services for Compliance and Data Anlytics
TIRNO11D00011,TIRNO11D000110038,IRS SAFEGUARDS Support
TIRNO11D00011,TIRNO11D000110039,All Other Contracts Under $2M Annually
TIRNO11D00011,TIRNO11D000110040,Management Information Systems
TIRNO11D00012,TIRNO11D000120002,4053 - IRS E-Gov Travel Services Support
TIRNO11D00012,TIRNO11D000120003,4053 - IRS E-Gov Travel Services Support
TIRNO11D00012,TIRNO11D000120004,4129 - ACA Program-Wide Consolidated Release Management Support
TIRNO11D00012,TIRNO11D000120005,4170 - EITC Return Preparer Strategy Services
TIRNO11D00012,TIRNO11D000120006,4273 - EITC Return Preparer Strategy Services
TIRNO11D00012,TIRNO11D000120007,4260 - Release Management Support and Process Improvement
TIRNO11D00013,TIRNO11D000130002,All Other Contracts Under $2M Annually
TIRNO11D00014,TIRNO11D000140002,4060 - Teir 1 Interfaces and Payment Distribution O&M Support
TIRNO11D00014,TIRNO11D000140003,4117 - Integrated Procurement System O&M
TIRNO11D00014,TIRNO11D000140005,4262 - MEF Application Support R10
TIRNO11D00016,2032H518F00163,CADE 2 Long Term Integration Support (LTIS)
TIRNO11D00016,TEPV1634657,4265 - BEN Integration and Enhancements Support
TIRNO11D00016,TEPV1634660,4250 - Enterprise Data Management (EDM)/Enterprise Performance Management (EPM)
TIRNO11D00016,TEPV1634674,"4255 - BEN PMO, Architecture, and Functional and Technical Operations and Maintenance Support"
TIRNO11D00016,TIRNO11D000160004,All Other Contracts Under $2M Annually
TIRNO11D00016,TIRNO11D000160005,All Other Contracts Under $2M Annually
TIRNO11D00016,TIRNO11D000160007,All Other Contracts Under $2M Annually
TIRNO11D00016,TIRNO11D000160008,4112 - CADE 2 Long Term Integration Support Services
TIRNO11D00016,TIRNO11D000160011,O&M OFAC Consolidated Technology Systems (OCTS)
TIRNO11D00016,TIRNO11D000160012,All Other Contracts Under $2M Annually
TIRNO11D00016,TIRNO11D000160013,All Other Contracts Under $2M Annually
TIRNO11D00016,TIRNO11D000160014,4244 - Implementation and Testing Contractor Technical Support Services
TIRNO11D00016,TIRNO11D000160016,4247 - Information Returns System Modernization Delivery Management Quality Assurance (DMQA)
TIRNO11D00016,TIRNO11D000160017,4236 - RRP Integration Support
TIRNO11D00016,TIRNO11D000160018,4247 - Information Returns System Modernization Delivery Management Quality Assurance (DMQA)
TIRNO11D00016,TIRNO11D000160019,4280 - OCA Compliance and Data Analytics Support
TIRNO11D00016,TIRNO11D000160020,4287 - RLTS ACA AD O&M Support Services
TIRNO11D00017,TIRNO11D000170002,All Other Contracts Under $2M Annually
TIRNO11D00017,TIRNO11D000170003,All Other Contracts Under $2M Annually
TIRNO11D00017,TIRNO11D000170004,All Other Contracts Under $2M Annually
TIRNO11D00017,TIRNO11D000170005,All Other Contracts Under $2M Annually
TIRNO11D00018,TIRNO11D000180002,All Other Contracts Under $2M Annually
TIRNO11D00020,TIRNO11D000200003,4029 - Computer Security Incident Respons Center
TIRNO11D00020,TIRNO11D000200004,All Other Contracts Under $2M Annually
TIRNO11D00020,TIRNO11D000200005,All Other Contracts Under $2M Annually
TIRNO11D00020,TIRNO11D000200007,All Other Contracts Under $2M Annually
TIRNO11D00020,TIRNO11D000200008,CSIRC Support
TIRNO11D00022,TIRNO11D000220002,All Other Contracts Under $2M Annually
TIRNO11D00022,TIRNO11D000220005,All Other Contracts Under $2M Annually
TIRNO11D00022,TIRNO11D000220008,All Other Contracts Under $2M Annually
TIRNO11D00022,TIRNO11D000220009,4025 - Integrated Financial System Upgrade and O&M Support
TIRNO11D00022,TIRNO11D000220010,All Other Contracts Under $2M Annually
TIRNO11D00022,TIRNO11D000220012,All Other Contracts Under $2M Annually
TIRNO11D00022,TIRNO11D000220013,4230 - ACA Coverage Data Repository (CDR) and Information Returns Database (IRD)
TIRNO11D00022,TIRNO11D000220014,4263 - MeF Application Support Release 10 
TIRNO11D00022,TIRNO11D000220015,4228 - RRP Data Services Support (RRPDSS)
TIRNO11D00022,TIRNO11D000220016,4278 - Analytics & Rules Services
TIRNO11D00022,TIRNO11D000220018,MeF Internet Based E-Filing Platform
TIRNO11D00022,TIRNO11D000220019,4301 - New IRS Procurement System
TIRNO11D00022,TIRNO11D000220020,MeF Internet Based E-Filing Platform
TIRNO11D00023,TIRNO11D000230002,All Other Contracts Under $2M Annually
TIRNO11D00023,TIRNO11D000230004,4076 - Financial Management Information Systes (FMIS) & Redesign of the Revenue Accounting Controls System (RRACS) Support
TIRNO11D00023,TIRNO11D000230005,All Other Contracts Under $2M Annually
TIRNO11D00023,TIRNO11D000230006,4103 - Patient Protection Affordable Care Act (PPACA) Program Management Office (PMO) Core Systems Compliance Document Matching and Enterprise Services Support Projects
TIRNO11D00023,TIRNO11D000230009,All Other Contracts Under $2M Annually
TIRNO11D00023,TIRNO11D000230011,4114 - Data Delivery Service
TIRNO11D00023,TIRNO11D000230012,4167 - Information Sharing & Reporting Support (IS&R)
TIRNO11D00023,TIRNO11D000230013,4251 - YK1 Process Improvement and Data Load Process
TIRNO11D00023,TIRNO11D000230014,4206 - IRS CFO Financial Management Program Support Services
TIRNO11D00023,TIRNO11D000230015,All Other Contracts Under $2M Annually
TIRNO11D00023,TIRNO11D000230016,4296 - Master Files Programming Support
TIRNO11D00023,TIRNO11D000230017,All Other Contracts Under $2M Annually
TIRNO11D00023,TIRNO11D000230018,ACA IRIS
TIRNO11D00024,2032H518F00040,All Other Contracts Under $2M Annually
TIRNO11D00024,2032H518F00182,All Other Contracts Under $2M Annually
TIRNO11D00024,TIRNO11D000240002,4055 - E-Services Integrated Customer Communication Environment (ICCE) Support
TIRNO11D00024,TIRNO11D000240003,All Other Contracts Under $2M Annually
TIRNO11D00024,TIRNO11D000240004,4050 - Computer Assisted Publishing System (CAPS)
TIRNO11D00024,TIRNO11D000240005,All Other Contracts Under $2M Annually
TIRNO11D00024,TIRNO11D000240006,All Other Contracts Under $2M Annually
TIRNO11D00024,TIRNO11D000240008,4144 - Network Management Control Center (NMCC) Support
TIRNO11D00024,TIRNO11D000240009,4226 - Paper and Remittance Processing Support (PRPS) II
TIRNO11D00024,TIRNO11D000240010,Account Management Services (AMS) Support
TIRNO11D00024,TIRNO11D000240011,SAAS/IORS REQUIREMENT
TIRNO11D00024,TIRNO11D000240012," E-SERVICES Operations and Maintenance Development, Modernization, Enhancements, and Upgrades Support Services"
TIRNO11D00024,TIRNO11D000240013,Maintenance and Enhancement of the Integrated Customer Communications Environment (ICCE) Program
TIRNO11D00027,TFCEN12F0034,All Other Contracts Under $2M Annually
TIRNO11D00027,TFSAFIN17K0029,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270003,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270004,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270005,4077 - HR Connect Program Office (HRPO) IT Services
TIRNO11D00027,TIRNO11D000270009,4089 - Technical Support for the Enterprise Systems Testing Domain
TIRNO11D00027,TIRNO11D000270010,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270011,4019 - Joint Operations Center Support
TIRNO11D00027,TIRNO11D000270012,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270013,4168 - Enterprise Configuration Management  and Processing Validation Branch Program Support Services
TIRNO11D00027,TIRNO11D000270014,FATCA Submission Processing and FATCA Enterprise Database (FATCA SP&FED)
TIRNO11D00027,TIRNO11D000270015,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270018,All Other Contracts Under $2M Annually
TIRNO11D00027,TIRNO11D000270019,Data Analytics Projects
TIRNO11D00027,TIRNO11D000270020,Application Development for Submission Processing
TIRNO11D00028,2032H518F00056,Content Management 60-Day Bridge
TIRNO11D00028,2032H518F00147,Content Development and Management Support
TIRNO11D00028,TIRNO11D000280003,4192 - ACA Operational Documentation Support
TIRNO11D00028,TIRNO11D000280004,"Operation Documentation Support ""CYRBYME-C"""
TIRNO11D00029,TIRNO11D000290003,All Other Contracts Under $2M Annually
TIRNO11D00030,TIRNO11D000300002,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310002,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310004,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310005,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310006,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310007,All Other Contracts Under $2M Annually
TIRNO11D00031,TIRNO11D000310008,"Development, Integration, and Operations & Maintenance of the Modernized EP/EO Determination System (MEDS)"
TIRNO11D00031,TIRNO11D000310009,Requirements Engineering Program Office
TIRNO11D00031,TIRNO11D000310010,Support for Automated Collection
TIRNO11D00032,TIRNO11D000320002,All Other Contracts Under $2M Annually
TIRNO11D00032,TIRNO11D000320003,All Other Contracts Under $2M Annually
TIRNO11D00032,TIRNO11D000320004,4048 - Enterprise Logistics Information Technology (ELITE)
TIRNO11D00032,TIRNO11D000320005,All Other Contracts Under $2M Annually
TIRNO11D00033,TIRNO11D000330002,4045 - Audit Programs Support Services
TIRNO11D00035,TIRNO11D000350002,All Other Contracts Under $2M Annually
TIRNO11D00035,TIRNO11D000350003,All Other Contracts Under $2M Annually
TIRNO11D00035,TIRNO11D000350007,Excise Files Information Retrieval System (EXFIRS) Operations
TIRNO11D00041,TIRNO11D000410001,Web Portal Services
TIRNO11D00041,TIRNO11D000410002,Web Portal Services
TIRNO11D00041,TIRNO11D000410010,Web Portal Services
TIRNO11D00041,TIRNO11D000410011,Web Portal Services
TIRNO11D00041,TIRNO11D000410012,Web Portal Services
TIRNO11D00041,TIRNO11D000410013,Web Portal Services
TIRNO11D00041,TIRNO11D000410015,Web Portal Services
TIRNO11D00041,TIRNO11D000410016,Web Portal Services
TIRNO11D00041,TIRNO11D000410019,Web Portal Services
TIRNO11D00041,TIRNO11D000410021,Web Portal Services
TIRNO11D00041,TIRNO11D000410022,Web Portal Services
TIRNO11D00041,TIRNO11D000410023,Web Portal Services
TIRNO11D00041,TIRNO11D000410024,Web Portal Services
TIRNO11D00041,TIRNO11D000410025,Web Portal Services
TIRNO11D00041,TIRNO11D000410026,Web Portal Services
TIRNO11D00041,TIRNO11D000410027,Web Portal Services
TIRNO11D00043,TIRNO11D000430002,All Other Contracts Under $2M Annually
TIRNO11D00043,TIRNO11D000430003,AD Delivery Management and Quality
TIRNO11D00044,TIRNO11D000440003,All Other Contracts Under $2M Annually
TIRNO11D00046,TIRNO11D000460003,All Other Contracts Under $2M Annually
TIRNO11D00047,TIRNO11D000470002,All Other Contracts Under $2M Annually
TIRNO11D00047,TIRNO11D000470003,4182 - Government Security Operations Center (GSOC) II Support Services
TIRNO11D00047,TIRNO11D000470004,Treasury Secure Data Secure Network (TSDN) Support Services
TIRNO11D00048,TIRNO11D000480002,All Other Contracts Under $2M Annually
TIRNO11D00050,TIRNO11D000500002,All Other Contracts Under $2M Annually
TIRNO11D00050,TIRNO11D000500003,All Other Contracts Under $2M Annually
TIRNO11D00051,TIRNO11D000510002,All Other Contracts Under $2M Annually
TIRNO11D00051,TIRNO11D000510003,All Other Contracts Under $2M Annually
TIRNO11D00051,TIRNO11D000510004,All Other Contracts Under $2M Annually
TIRNO11D00053,TIRNO11D000530004,All Other Contracts Under $2M Annually
TIRNO11D00053,TIRNO11D000530005,All Other Contracts Under $2M Annually
TIRNO11D00060,TIRNO11D000600002,All Other Contracts Under $2M Annually
TIRNO11D00060,TIRNO11D000600003,All Other Contracts Under $2M Annually
TIRNO11D00061,TIRNO11D000610003,All Other Contracts Under $2M Annually
TIRNO11D00061,TIRNO11D000610004,All Other Contracts Under $2M Annually
TIRNO11D00061,TIRNO11D000610005,4298 - Unified Communications Program Management
TIRNO11D00065,2032H518F00343,All Other Contracts Under $2M Annually
TIRNO11D00065,TIRNO11D000650002,All Other Contracts Under $2M Annually
TIRNO11D00068,TIRNO11D000680002,All Other Contracts Under $2M Annually
TIRNO11D00070,TEPV1514265,4198 - BEP IT Cyber Security Services 
TIRNO11D00070,TIRNO11D000700004,All Other Contracts Under $2M Annually
TIRNO11D00070,TIRNO11D000700005,All Other Contracts Under $2M Annually
TIRNO11D00070,TIRNO11D000700006,4231 - Enterprise FISMA Compliance
TIRNO11D00070,TIRNO11D000700007,All Other Contracts Under $2M Annually
TIRNO11D00076,TIRNO11D000760002,Critical Functions Requirements Engineering
TIRNO11D00079,TIRNO11D000790003,All Other Contracts Under $2M Annually
TIRNO11D00079,TIRNO11D000790004,4174 - CADE TS2 Cybersecurity Engineering Support
TIRNO11D00079,TIRNO11D000790005,"ACA EOPS System Support ""CYRBYME-C"""
TIRNO11N00008,TIRNO11N000080018,All Other Contracts Under $2M Annually
TIRNO11N00008,TIRNO11N000080024,All Other Contracts Under $2M Annually
TIRNO11Z00027,TCC13HQG0233,All Other Contracts Under $2M Annually
TIRNO11Z00027,TFSAOIT14K0041,All Other Contracts Under $2M Annually
TIRNO12C00001,TIRNO12C00001,All Other Contracts Under $2M Annually
TIRNO12C00023,TIRNO12C00023,All Other Contracts Under $2M Annually
TIRNO12C00029,TIRNO12C00029,All Other Contracts Under $2M Annually
TIRNO12C00061,TIRNO12C00061,All Other Contracts Under $2M Annually
TIRNO12C00062,TIRNO12C00062,All Other Contracts Under $2M Annually
TIRNO12D00011,2032H518F00081,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110027,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110029,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110030,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110034,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110036,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110040,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110041,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110042,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110043,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110044,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00011,TIRNO12D000110045,Operations and Maintenance Support for ITI Middleware Components
TIRNO12D00013,TIRNO12D000130011,508 Compliance Contractor Support Services
TIRNO12D00013,TIRNO12D000130013,508 Compliance Contractor Support Services
TIRNO12D00013,TIRNO12D000130014,508 Compliance Contractor Support Services
TIRNO12D00013,TIRNO12D000130017,508 Compliance Contractor Support Services
TIRNO12D00013,TIRNO12D000130018,508 Compliance Contractor Support Services
TIRNO12D00013,TIRNO12D000130019,508 Compliance Contractor Support Services
TIRNO12D00014,TIRNO12D000140010,All Other Contracts Under $2M Annually
TIRNO12Z00021,2032H518F00036,UNS Network Security Support Services BPA
TIRNO12Z00021,2032H518F00077,UNS Network Security Support Services BPA
TIRNO12Z00021,2032H518F00160,UNS Network Security Support Services BPA
TIRNO12Z00021,2032H518F00274,UNS Network Security Support Services BPA
TIRNO13C00038,TIRNO13C00038,All Other Contracts Under $2M Annually
TIRNO13C00039,TIRNO13C00039,All Other Contracts Under $2M Annually
TIRNO13C00041,TIRNO13C00041,All Other Contracts Under $2M Annually
TIRNO13C00071,TIRNO13C00071,All Other Contracts Under $2M Annually
TIRNO13C00072,TIRNO13C00072,All Other Contracts Under $2M Annually
TIRNO13C00077,TIRNO13C00077,All Other Contracts Under $2M Annually
TIRNO13C00079,TIRNO13C00079,All Other Contracts Under $2M Annually
TIRNO13C00085,TIRNO13C00085,All Other Contracts Under $2M Annually
TIRNO13D00001,2032H518F00072,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00074,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00215,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00221,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00264,Enterprise Computing Center Support
TIRNO13D00001,2032H518F00266,Enterprise Computing Center Support
